id;authors;title;language_code;average_rating;ratings_count;work_ratings_count;work_text_reviews_count
9498;Conn Iggulden;The Gods of War (Emperor, #4);en-US;4.29;8984;10236;212
9499;Alastair Reynolds;Pushing Ice;;4.02;9365;10855;586
9500;Alexandra Adornetto;Heaven (Halo, #3);eng;3.91;14520;15135;1122
9501;Cynthia Hand;The Last Time We Say Goodbye;eng;4.11;11063;12424;2033
9502;Dr. Seuss, Maurice Sendak, Audrey Geisel;The Secret Art of Dr. Seuss;;4.05;8461;8467;92
9503;Anne Rice;Out of Egypt (Christ the Lord, #1);eng;3.56;10729;12263;1176
9504;N.K. Jemisin;The Obelisk Gate (The Broken Earth, #2);eng;4.36;9481;12826;1502
9505;Matt Haig;Reasons to Stay Alive;eng;4.17;11307;14295;1980
9506;A.S. Byatt;The Children's Book;eng;3.66;10985;12705;2055
9507;Sandra Brown;Tough Customer (Mitchell & Associates #2);en-US;3.95;8823;11350;723
9508;Susanna Kearsley;The Shadowy Horses;eng;3.92;10640;13938;1492
9509;Jack Gantos;Joey Pigza Swallowed the Key (Joey Pigza, #1);eng;3.74;12985;13420;864
9510;Jacqueline Winspear, Orlagh Cassidy;Among the Mad (Maisie Dobbs, #6);eng;4.1;11363;13709;1168
9511;Jane Green;Dune Road;eng;3.41;10608;11508;843
9512;Ø¹Ù…Ø± Ø·Ø§Ù‡Ø±;Ø´ÙƒÙ„Ù‡Ø§ Ø¨Ø§Ø¸Øª;ara;3.52;8257;8257;482
9513;Helen Fielding;Olivia Joules and the Overactive Imagination;en-US;3.1;10687;11651;793
9514;Sarah Vowell;Unfamiliar Fishes;;3.6;10389;11569;1819
9515;Jonathan L. Howard;Johannes Cabal the Necromancer (Johannes Cabal, #1);eng;3.94;10603;12391;1315
9516;Ann-Marie MacDonald;The Way the Crow Flies;en-US;4.08;10227;11055;1021
9517;RyÅ« Murakami, Ralph McCarthy;In the Miso Soup;eng;3.61;9285;11545;950
9518;Timothy J. Keller;Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters;eng;4.32;8783;9430;554
9519;Elizabeth Strout;Amy and Isabelle ;;3.73;10602;12350;1430
9520;Jason  Matthews;Red Sparrow (Red Sparrow Trilogy #1);eng;4.02;6998;10701;1242
9521;Ben Macintyre;Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory;eng;3.95;8112;10431;1084
9522;Dick Winters, Cole C. Kingseed;Beyond Band of Brothers: The War Memoirs of Major Dick Winters;eng;4.24;9712;10427;412
9523;Chuck Palahniuk;Beautiful You;eng;2.98;8507;10035;1612
9524;Richard Paul Evans;The Locket (The Locket, #1);en-US;4.1;10147;10389;343
9525;Glen Cook;Shadows Linger (The Chronicles of the Black Company, #2);en-US;4.15;10975;11763;336
9526;David Weber;Honor Among Enemies (Honor Harrington, #6);;4.24;12506;13494;205
9527;Jennifer Rush;Altered (Altered, #1);en-CA;4.04;15692;16988;2108
9528;J.D. Robb;Obsession in Death (In Death, #40);eng;4.33;9565;13842;1338
9529;Dave Ramsey;EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches;;4.19;8333;8802;415
9530;M.C. Beaton;The Quiche of Death (Agatha Raisin, #1);eng;3.75;10925;13409;1325
9531;Richard Siken;Crush;eng;4.33;11597;11650;777
9532;L. Frank Baum, David McKee;The Marvelous Land of Oz (Oz, #2);eng;3.82;11402;14831;1098
9533;Sherman Alexie;Reservation Blues;eng;3.98;9919;10754;766
9534;Joel Osteen;Become a Better You: 7 Keys to Improving Your Life Every Day;;4.15;8553;8854;326
9535;Aurora Rose Reynolds;Until Nico (Until, #4);;4.33;20070;22833;1407
9536;Natsuki Takaya, Alethea Nibley, Athena Nibley;Fruits Basket, Vol. 15;en-US;4.45;12888;13020;136
9537;Yotam Ottolenghi;Plenty;eng;4.32;8023;9742;318
9538;John Scalzi;Agent to the Stars;eng;3.91;10086;12632;1285
9539;Terry Goodkind;The First Confessor (The Legend of Magda Searus, #1);eng;4.19;9311;11814;844
9540;Franz Kafka;In the Penal Colony;eng;4.0;8974;11270;575
9541;Richard   Phillips;The Second Ship (The Rho Agenda, #1);;3.73;4281;9322;571
9542;Louise Erdrich;The Beet Queen;en-US;3.89;10495;10865;442
9543;E.L. Montes;Disastrous (Disastrous, #1);eng;3.96;17627;18303;1143
9544;Morton Rhue, Todd Strasser;The Wave;eng;3.54;9392;13141;1429
9545;Helen Hooven Santmyer;And Ladies of the Club;en-US;4.12;10177;10804;470
9546;Christopher Moore;Secondhand Souls (Grim Reaper, #2);eng;3.92;7925;9987;1298
9547;Mary Higgins Clark, Alafair Burke;The Cinderella Murder (Under Suspicion, #2);eng;3.81;8641;11546;1165
9548;L.J. Shen;Vicious (Sinners of Saint, #1);en-US;4.25;15460;15482;2179
9549;FranÃ§ois Rabelais, M.A. Screech;Gargantua and Pantagruel;eng;3.71;10379;11298;334
9550;George Carlin;When Will Jesus Bring the Pork Chops?;en-US;3.84;9139;9876;516
9551;Brian Selznick;The Marvels;eng;3.93;13576;13789;2202
9552;Glen Duncan;The Last Werewolf (The Last Werewolf, #1);eng;3.47;10986;13300;2341
9553;Hajime Isayama, Hikaru Suruga, Gan Sunaaku;Attack on Titan: No Regrets, Volume 01;eng;4.52;9032;9253;204
9554;Thomas Frank;What's the Matter with Kansas? How Conservatives Won the Heart of America;en-US;3.83;9003;9679;658
9555;Ø¹Ù…Ø±Ùˆ Ø³Ù„Ø§Ù…Ø©;Ø´Ø§Ø¨ ÙƒØ´Ùƒ ÙÙŠ Ø±Ø­Ù„Ø© Ø§Ù„Ø¨Ø­Ø« Ø¹Ù† Ø§Ù„Ø¬Ø§Ø¯ÙˆÙ†;ara;3.66;8128;8128;846
9556;Carrie Vaughn;Kitty Goes to Washington (Kitty Norville, #2);eng;3.87;16725;17533;663
9557;Ruth Krauss, Crockett Johnson;The Carrot Seed;;4.07;12420;12753;394
9558;Whitney G.;Reasonable Doubt: Volume 3 (Reasonable Doubt, #3);eng;4.19;19933;20234;1845
9559;Stephen King, Josh Hamilton;Riding the Bullet;eng;3.6;9809;11338;306
9560;Jack Campbell;Relentless (The Lost Fleet, #5);;4.05;10864;12321;247
9561;Nikolai Gogol, Kevin Hawkes;The Nose;eng;3.92;10202;12102;516
9562;Carrie Vaughn;Kitty and the Silver Bullet (Kitty Norville, #4);eng;3.99;15300;15942;468
9563;Guy Debord, Donald Nicholson-Smith;The Society of the Spectacle;eng;4.04;9309;10669;305
9564;Charlie Higson;SilverFin (Young Bond, #1);eng;3.8;10189;10920;537
9565;Elin Hilderbrand;Winter Stroll (Winter #2);;3.7;8397;9754;979
9566;Bill Watterson;Attack of the Deranged Mutant Killer Monster Snow Goons;eng;4.72;9713;12197;233
9567;Gennifer Albin;Crewel (Crewel World, #1);eng;3.74;14101;16145;2322
9568;Robert Leckie;Helmet for My Pillow;;4.13;7907;10000;506
9569;Angie Thomas;The Hate U Give;eng;4.62;32610;38333;9038
9570;Ù…ØµØ·ÙÙ‰ Ø¥Ø¨Ø±Ø§Ù‡ÙŠÙ…;Ø§Ù„Ù…Ø§Ù†ÙŠÙØ³ØªÙˆ;ara;4.21;7943;7956;1112
9571;Drew Karpyshyn;Dynasty of Evil (Star Wars: Darth Bane, #3);eng;4.24;9004;10006;379
9572;S.H. Kolee;Love Left Behind;eng;4.0;15967;16540;700
9573;Susane Colasanti;Keep Holding On;en-US;3.85;11397;11697;924
9574;P.D. James;The Private Patient (Adam Dalgliesh #14);eng;3.78;10461;12406;1259
9575;David Weber;Flag in Exile (Honor Harrington, #5);eng;4.22;11587;13231;243
9576;Marshall McLuhan, Quentin Fiore, Jerome Agel;The Medium is the Massage;en-US;3.95;8351;8990;288
9577;Anne McCaffrey;The Chronicles of Pern: First Fall (Pern, #12);eng;4.02;11762;13485;193
9578;Kentaro Miura, Jason DeAngelis;Berserk, Vol. 1 (Berserk, #1);eng;4.37;10362;10510;334
9579;Zadie Smith;The Autograph Man;eng;3.14;8317;9456;635
9580;Vi Keeland;Egomaniac;;4.34;11310;16367;1995
9581;Jack Campbell;Courageous (The Lost Fleet, #3);;3.96;10933;12509;338
9582;Cynthia Bond;Ruby;;3.63;6749;9807;1975
9583;Rachel Vincent;My Soul to Steal (Soul Screamers, #4);en-US;4.13;14593;15236;873
9584;Julia Quinn;On the Way to the Wedding (Bridgertons, #8);eng;3.83;16310;17826;866
9585;Jacqueline Winspear;Messenger of Truth (Maisie Dobbs, #4);;3.99;12454;13956;1076
9586;Trudi Canavan;The Rogue (Traitor Spy Trilogy, #2);eng;4.02;9739;11495;292
9587;Thomas Merton, Robert Giroux, William H. Shannon;The Seven Storey Mountain;en-US;4.16;9232;10241;758
9588;Jennifer Egan;The Keep;eng;3.43;9113;10425;1517
9589;MÃ©lanie Watt;Scaredy Squirrel (Scaredy Squirrel);eng;4.25;11638;12009;625
9590;Paul Neilan;Apathy and Other Small Victories;;3.83;7171;7999;713
9591;Morgan Rhodes, Michelle Rowen;Gathering Darkness (Falling Kingdoms, #3);eng;4.33;13072;15199;2178
9592;Lisa Gardner;The Survivors Club;eng;4.05;11458;12802;556
9593;Nalini Singh;Mine to Possess (Psy-Changeling #4);eng;4.13;18617;20903;1066
9594;Jennifer McMahon;Don't Breathe a Word;en-US;3.58;10585;12664;2208
9595;Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt;The Force Awakens (Star Wars);eng;3.73;7514;10893;1763
9596;Lauren Conrad;Sugar and Spice (L.A. Candy, #3);en-US;3.54;10488;11775;559
9597;Kalayna Price;Grave Dance (Alex Craft, #2);eng;4.11;16435;17746;809
9598;Atsushi Ohkubo;Soul Eater, Vol. 02 (Soul Eater, #2);eng;4.47;9443;9540;76
9599;Robert C. O'Brien;Z for Zachariah;eng;3.64;9332;11496;1390
9600;Dan Chaon;Await Your Reply;eng;3.54;10598;11733;2131
9601;Alan Moore, Curt Swan, George PÃ©rez, Kurt Schaffenberger;Superman: Whatever Happened to the Man of Tomorrow?;eng;4.14;10472;10501;157
9602;Nevada Barr;Track of the Cat (Anna Pigeon, #1);en-GB;3.86;12113;13103;788
9603;Shelly Laurenston;The Mane Event (Pride, #1);eng;3.96;17968;19486;931
9604;Scott Anderson;Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East;eng;4.12;7654;9085;1066
9605;Ralph Waldo Emerson, Peter Norberg;Essays and Poems;;3.98;11864;11967;62
9606;Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa;Innocent Erendira and Other Stories;;3.89;5497;10216;531
9607;Charles Stross;Singularity Sky (Eschaton, #1);eng;3.81;9887;11169;442
9608;Cynthia J. McGean;Henry & Ramona;;4.14;11106;11106;3
9609;Glen Cook;The White Rose (The Chronicles of the Black Company, #3);en-US;4.19;11501;12063;298
9610;Ø­Ø³Ù† Ø§Ù„Ø¬Ù†Ø¯ÙŠ;"""Ø­ÙƒØ§ÙŠØ§Øª ÙØ±ØºÙ„ÙŠ Ø§Ù„Ù…Ø³ØªÙƒØ§ÙˆÙŠ ""Ø­ÙƒØ§ÙŠØªÙ‰ Ù…Ø¹ ÙƒÙØ± Ø§Ù„Ø³Ø­Ù„Ø§ÙˆÙŠØ©";ara;3.57;7443;8288;1220
9611;Ally Carter;All Fall Down (Embassy Row, #1);eng;3.82;13821;16384;2541
9612;Stendhal, Richard Howard, Robert Andrew Parker;The Charterhouse of Parma;eng;3.83;9252;11182;381
9613;Heather Gudenkauf;Little Mercies;eng;3.99;10268;11533;1281
9614;Alex Berenson;The Faithful Spy (John Wells, #1);en-US;3.97;9316;11095;713
9615;Jacqueline Briggs Martin, Mary Azarian;Snowflake Bentley;en-US;4.16;11362;11503;767
9616;Jenny O'Connell;The Book of Luke;en-US;3.73;12623;12757;355
9617;Karen Kingsbury;Fame (Firstborn, #1);en-US;4.34;10509;11011;282
9618;G.A. Aiken;Dragon Actually (Dragon Kin, #1);eng;3.96;18622;20371;1187
9619;Leisa Rayven;Bad Romeo (Starcrossed, #1);eng;4.1;14286;16113;2720
9620;Elizabeth Bishop;The Complete Poems 1927-1979;eng;4.19;9629;10060;237
9621;Anita Diamant;Day After Night;en-US;3.65;10587;11764;1563
9622;Terry Brooks;Jarka Ruus (High Druid of Shannara, #1);eng;3.96;11017;11895;164
9623;Thomas Wolfe;Look Homeward, Angel;eng;3.94;9630;10430;716
9624;William McDonough, Michael Braungart;Cradle to Cradle: Remaking the Way We Make Things;en-US;4.1;7625;8012;770
9625;Marc Weissbluth;Healthy Sleep Habits, Happy Child;en-US;3.9;7742;8776;1586
9626;Warren Ellis, Darick Robertson, Rodney Ramos, Keith Akin;Transmetropolitan, Vol. 4: The New Scum (Transmetropolitan, #4);eng;4.41;11094;11780;160
9627;Maggie O'Farrell;The Hand That First Held Mine;eng;3.87;8513;10741;1216
9628;Jeffrey Archer;The Fourth Estate;eng;3.72;8829;9739;300
9629;Monty Roberts, Lucy Grealy, Lawrence Scanlan;The Man Who Listens to Horses;en-US;4.1;9021;9513;221
9630;David Foster Wallace;Oblivion;en-US;4.07;9196;10044;717
9631;Michael Baigent, Richard Leigh, Henry Lincoln;Holy Blood, Holy Grail;eng;3.47;8450;10229;684
9632;Don DeLillo, Ù…Ø­Ù…Ø¯ØµØ§Ø¯Ù‚ Ø±Ø¦ÛŒØ³ÛŒ;Falling Man;eng;3.2;9081;10399;1207
9633;James Frey, Nils Johnson-Shelton;The Calling (Endgame, #1);eng;3.77;10900;12934;1900
9634;Lauren Oliver;Annabel (Delirium, #0.5);;3.78;13619;14287;915
9635;Jonathan Kellerman;Mystery (Alex Delaware, #26);en-US;3.87;9396;11279;662
9636;Nancy Farmer;The Sea of Trolls (Sea of Trolls, #1);eng;4.0;12069;12956;956
9637;Henning Mankell, Laurie Thompson;The Man from Beijing;eng;3.47;9106;11585;1640
9638;Kass Morgan;Day 21 (The 100, #2);eng;3.75;11860;14457;1583
9639;Fannie Flagg;Daisy Fay and the Miracle Man ;eng;3.94;10292;11725;872
9640;Tom Clancy, Peter Telep;Against All Enemies (Max Moore, #1);eng;3.95;8471;9459;515
9641;Kate Hamer;The Girl in the Red Coat;eng;3.53;8027;11005;1507
9642;George Orwell;Keep the Aspidistra Flying;eng;3.87;9599;11261;746
9643;Orson Scott Card;The Gate Thief (Mither Mages, #2);en-US;3.77;9209;10796;884
9644;Cynthia Hand, Brodi Ashton, Jodi Meadows;My Lady Jane (The Lady Janies, #1);eng;4.12;12794;15433;4228
9645;Martin Amis;Time's Arrow;eng;3.78;9400;10724;863
9646;Marcia Clark;Blood Defense (Samantha Brinkman, #1);eng;3.81;11761;12049;938
9647;Robert Cormier;I Am the Cheese;en-GB;3.74;11099;12684;1221
9648;Eldridge Cleaver;Soul on Ice;en-GB;3.95;10123;10285;268
9649;Baruch Spinoza, Edwin M. Curley, Stuart Hampshire, Edwin Curley;Ethics;;4.01;9342;9913;252
9650;Geraldine Brooks;Nine Parts of Desire: The Hidden World of Islamic Women;;4.04;10308;11010;1117
9651;Jessi Klein;You'll Grow Out of It;eng;3.83;9480;10769;1297
9652;R.L. Mathewson;Truce (Neighbor from Hell, #4);eng;4.34;18854;21343;1422
9653;Andre Norton, Mercedes Lackey;The Elvenbane (Halfblood Chronicles, #1);eng;3.94;13092;13271;214
9654;Carlos Ruiz ZafÃ³n, Lucia Graves;The Midnight Palace (Niebla, #2);;3.58;7784;12137;959
9655;Clive Cussler;Treasure (Dirk Pitt, #9);en-US;3.92;10784;11717;219
9656;Lynsay Sands;Vampire, Interrupted (Argeneau #9);eng;4.32;15899;16784;441
9657;John Sandford;Invisible Prey (Lucas Davenport, #17);eng;4.11;11162;12519;499
9658;Alastair Reynolds;The Prefect (Prefect Dreyfus Emergency, #1);eng;4.15;9946;11119;407
9659;Jane Shemilt;Daughter;en-US;3.51;7462;10943;1345
9660;Darwyn Cooke, Dave Stewart, Jared K. Fletcher;DC: The New Frontier, Volume 1;eng;4.17;9601;9632;169
9661;Betty MacDonald, Alexandra Boiger;Hello, Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #4);eng;4.24;13000;13313;188
9662;Jennifer Estep;Web of Lies (Elemental Assassin, #2);en-US;4.1;17312;18640;888
9663;Rebecca Wells;Ya Yas in Bloom;;3.6;10200;11369;522
9664;HergÃ©;The Secret of the Unicorn (Tintin, #11);eng;4.26;8925;10820;234
9665;Megan McDonald, Peter H. Reynolds;Judy Moody (Judy Moody, # 1);eng;3.92;11289;12349;743
9666;Christian Rudder;Dataclysm: Who We Are (When We Think No One's Looking);eng;3.72;7204;8409;952
9667;Friedrich Nietzsche, Walter Kaufmann;The Gay Science;eng;4.26;8655;9776;295
9668;N.K. Jemisin;The Broken Kingdoms (Inheritance, #2);eng;4.04;12259;13774;1203
9669;Sarah Lotz;The Three (The Three, #1);eng;3.32;7990;10416;1673
9670;Donald J. Trump, Tony Schwartz;Trump: The Art of the Deal;en-US;3.66;8768;10055;650
9671;Enid Blyton;First Term at Malory Towers (Malory Towers, #1);eng;4.07;10274;11994;418
9672;John Marsden;The Night Is for Hunting (Tomorrow, #6);eng;4.15;10908;12132;256
9673;Natsuki Takaya, Alethea Nibley, Athena Nibley;Fruits Basket, Vol. 3;en-US;4.38;14593;14817;297
9674;Alex Lake;After Anna;en-US;3.7;11029;11335;857
9675;Brian Herbert, Kevin J. Anderson;House Corrino (Prelude to Dune #3);eng;3.64;10682;11947;179
9676;J.D. Robb;Fantasy in Death (In Death, #30);eng;4.25;14244;16368;884
9677;Mike Carey;The Devil You Know (Felix Castor, #1);en-US;3.8;11375;12879;1013
9678;J. Lynn, Jennifer L. Armentrout;Tempting the Player (Gamble Brothers, #2);;4.06;16997;18126;992
9679;Anonymous, Juan MascarÃ³;The Upanishads: Translations from the Sanskrit;eng;4.2;7365;9667;258
9680;Arianna Huffington;Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder;eng;3.68;8261;9591;963
9681;Julie Hockley;Crow's Row (Crow's Row, #1);eng;4.11;16741;17916;1626
9682;Mark Walden;H.I.V.E. Higher Institute of Villainous Education (H.I.V.E., #1);en-US;4.06;10881;12195;766
9683;ØªØ§Ù…Ø± Ø¥Ø¨Ø±Ø§Ù‡ÙŠÙ…;ØµØ§Ù†Ø¹ Ø§Ù„Ø¸Ù„Ø§Ù…;ara;3.81;8825;8886;1045
9684;Terry Goodkind;The Law of Nines;en-US;3.6;9421;10361;788
9685;John D. MacDonald;Cape Fear;;4.07;10006;10475;183
9686;Enid Blyton;Five Go Adventuring Again (Famous Five, #2);eng;3.99;10362;11833;222
9687;Jana Oliver;Forsaken (The Demon Trappers, #1);eng;4.0;13585;16952;1452
9688;Pema ChÃ¶drÃ¶n;The Places That Scare You: A Guide to Fearlessness in Difficult Times;;4.3;8344;9813;482
9689;James Agee;A Death in the Family;eng;3.92;10900;11678;843
9690;Andrea Kettenmann;Frida Kahlo: 1907-1954 Pain and Passion;;4.15;8260;8401;57
9691;Chitra Banerjee Divakaruni;The Mistress of Spices;;3.48;9263;10598;822
9692;Gwen Hayes;Falling Under (Falling Under, #1);eng;3.78;15637;15873;1304
9693;Sandi Lynn;Forever You (Forever, #2);eng;4.19;15986;16106;723
9694;Karen   White;The House on Tradd Street (Tradd Street, #1);eng;3.96;12311;13523;1496
9695;Kiyo Fujiwara;Wild Ones, Vol. 1 (Wild Ones, #1);en-US;4.03;10738;10759;110
9696;Brent Weeks;Perfect Shadow (Night Angel, #0.5);eng;4.18;9029;10846;312
9697;Nicky Charles;The Finding (Law of the Lycans, #5);eng;4.18;11174;13477;750
9698;Dr. Seuss;I Can Read With My Eyes Shut!;en-GB;4.17;13821;14465;437
9699;Isaac Asimov;Nemesis;eng;3.75;10788;11449;349
9700;Michael D. Watkins;The First 90 Days, Updated and Expanded: Critical Success Strategies for New Leaders at All Levels;eng;3.81;5490;9105;493
9701;Claudia Gray;Lost Stars (Star Wars: Journey to the Force Awakens);eng;4.25;8861;10718;1652
9702;Jean Lee Latham;Carry On, Mr. Bowditch;eng;4.11;11933;12308;789
9703;Meredith Wild;Hard Limit (Hacker, #4);;4.34;4754;12742;645
9704;Lisi Harrison;The Pretty Committee Strikes Back (The Clique, #5);;3.84;12307;12480;521
9705;AnnaLisa Grant;The Lake (The Lake Trilogy #1);eng;3.75;8057;9517;562
9706;Penelope Ward;Jake Undone (Jake, #1);eng;4.15;14870;17843;1505
9707;Margaret Edson;Wit;en-US;4.2;10601;10901;417
9708;Lisi Harrison;Dial L for Loser (The Clique, #6);;3.8;11736;11892;508
9709;The Harvard Lampoon;The Hunger Pains: A Parody;en-GB;3.89;8619;8833;728
9710;James Herbert;The Rats (Rats, #1);eng;3.92;10517;11972;496
9711;Guy Gavriel Kay;The Wandering Fire (The Fionavar Tapestry, #2);en-US;4.11;11935;12918;394
9712;Ilona Andrews;Magic Binds (Kate Daniels, #9);eng;4.57;10983;14525;1656
9713;M. Leighton;The Wild Ones (The Wild Ones, #1);eng;3.94;16160;16900;877
9714;David James Duncan;The River Why;;4.24;7735;8375;787
9715;Chris Cleave;Incendiary;eng;3.59;8718;10904;1575
9716;Stephen Davis;Hammer of the Gods;en-US;3.83;8226;8997;379
9717;C.J. Sansom;Winter in Madrid;eng;3.79;8629;10072;987
9718;Gretchen Rubin, KÃ¤the Mazur;Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life;eng;3.48;6058;12025;1630
9719;Jojo Moyes;Silver Bay;eng;3.62;9008;12033;1162
9720;Adolfo Bioy Casares, Suzanne Jill Levine, Jorge Luis Borges, Ruth L.C. Simms, Norah Borges de Torre;The Invention of Morel;eng;4.05;8669;11042;911
9721;Antony Beevor;The Fall of Berlin 1945;eng;4.27;8443;9576;340
9722;John Irving;The Water-Method Man;;3.34;9725;10384;284
9723;Orson Scott Card;A War of Gifts (Ender's Saga, #1.1);en-US;3.66;11643;12590;820
9724;Dav Pilkey;Captain Underpants and the Perilous Plot of Professor Poopypants (Captain Underpants, #4);en-GB;4.12;9566;10409;368
9725;Neal Shusterman;UnDivided (Unwind, #4);eng;4.48;11403;13031;1833
9726;Leslie Jamison;The Empathy Exams: Essays;eng;3.62;9280;9744;1256
9727;Bernard Cornwell;Heretic (The Grail Quest, #3);;4.11;8916;11059;295
9728;Nora Roberts;Bay of Sighs (The Guardians Trilogy, #2);eng;4.15;6822;11200;895
9729;Courtney Milan;The Duchess War (Brothers Sinister, #1);eng;3.82;12494;15981;1700
9730;Bisco Hatori;Millennium Snow, Vol. 1;en-US;4.04;11293;11359;138
9731;Carl Hiaasen;Double Whammy;eng;3.92;9622;10738;596
9732;Henry Hazlitt;Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics;;4.22;9028;10129;823
9733;Lara Adrian;Darker After Midnight (Midnight Breed, #10);eng;4.37;14264;16748;1039
9734;Robert Muchamore;Mad Dogs (Cherub, #8);eng;4.25;10258;10713;193
9735;Marko Kloos;Lines of Departure (Frontlines, #2);eng;4.08;5110;10157;505
9736;Julia Claiborne Johnson;Be Frank With Me;eng;3.9;9044;11284;2001
9737;Grant Naylor;Better than Life (Red Dwarf #2);eng;4.05;9213;10069;135
9738;Kylie Scott;Dirty (Dive Bar, #1);eng;3.92;13948;17347;2169
